fetched_at,commence_time,home_team,away_team,sportsbook,home_spread,away_spread,home_spread_price,away_spread_price
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,draftkings,2.5,-2.5,100,-120
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,betus,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,fanduel,2.5,-2.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,betrivers,3.0,-3.0,-114,-107
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,lowvig,3.0,-3.0,-114,103
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,betonlineag,3.0,-3.0,-118,-102
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,mybookieag,3.0,-3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,betmgm,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,CLE,CAR,bovada,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,draftkings,3.5,-3.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,betus,3.5,-3.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,fanduel,3.5,-3.5,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,betrivers,3.5,-3.5,-108,-113
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,lowvig,3.5,-3.5,-110,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,betonlineag,3.5,-3.5,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,betmgm,3.5,-3.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,PIT,CIN,bovada,3.5,-3.5,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,draftkings,-6.5,6.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,fanduel,-6.5,6.5,-120,-102
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,betrivers,-6.5,6.5,-117,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,lowvig,-6.5,6.5,-108,-102
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,betus,-6.5,6.5,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,betonlineag,-6.5,6.5,-113,-107
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,mybookieag,-6.5,6.5,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,betmgm,-6.5,6.5,-112,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,DET,NYJ,bovada,-6.5,6.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,draftkings,2.5,-2.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,betus,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,fanduel,2.5,-2.5,100,-122
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,betrivers,3.0,-3.0,-114,-107
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,lowvig,3.0,-3.0,-117,106
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,betonlineag,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,mybookieag,2.5,-2.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,betmgm,3.0,-3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,IND,HOU,bovada,2.5,-2.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,draftkings,-3.0,3.0,-108,-112
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,betus,-3.0,3.0,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,fanduel,-2.5,2.5,-120,-102
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,betrivers,-3.0,3.0,-106,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,lowvig,-3.0,3.0,-105,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,betonlineag,-3.0,3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,mybookieag,-2.5,2.5,-125,105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,betmgm,-2.5,2.5,-125,105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,JAX,NE,bovada,-3.0,3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,draftkings,11.5,-11.5,-112,-108
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,betus,11.5,-11.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,fanduel,10.5,-10.5,-104,-118
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,betrivers,10.5,-10.5,-108,-113
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,lowvig,11.5,-11.5,-107,-103
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,betonlineag,11.5,-11.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,mybookieag,11.0,-11.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,betmgm,12.0,-12.0,-110,-108
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,MIA,KC,bovada,11.5,-11.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,NYG,TEN,draftkings,-6.0,6.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,NYG,TEN,fanduel,-6.5,6.5,-104,-118
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,NYG,TEN,betrivers,-6.0,6.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,NYG,TEN,mybookieag,-6.0,6.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,NYG,TEN,betmgm,-6.0,6.0,-108,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,draftkings,6.5,-6.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,betus,7.0,-7.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,fanduel,6.5,-6.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,betrivers,6.5,-6.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,lowvig,7.0,-7.0,-116,105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,betonlineag,7.0,-7.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,mybookieag,6.5,-6.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,betmgm,7.0,-7.0,-112,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T17:00:00Z,WAS,SEA,bovada,6.5,-6.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,draftkings,-8.5,8.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,betus,-9.0,9.0,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,fanduel,-8.5,8.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,betrivers,-8.0,8.0,-113,-108
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,lowvig,-9.0,9.0,104,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,betonlineag,-9.0,9.0,-104,-116
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,mybookieag,-8.5,8.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,betmgm,-8.5,8.5,-108,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,SF,ARI,bovada,-8.0,8.0,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,draftkings,1.5,-1.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,betus,1.0,-1.0,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,fanduel,1.5,-1.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,betrivers,2.0,-2.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,lowvig,1.0,-1.0,100,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,betonlineag,1.0,-1.0,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,betmgm,1.5,-1.5,-108,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:05:00Z,TB,MIN,bovada,1.0,-1.0,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,draftkings,3.0,-3.0,-112,-108
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,fanduel,3.0,-3.0,-118,-104
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,betmgm,3.0,-3.0,-108,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,bovada,3.0,-3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,betrivers,3.0,-3.0,-114,-107
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,betus,3.0,-3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,mybookieag,3.0,-3.0,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,lowvig,3.0,-3.0,-109,-101
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,DAL,BAL,betonlineag,3.0,-3.0,-114,-106
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,draftkings,-3.0,3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,betus,-3.0,3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,fanduel,-3.0,3.0,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,betrivers,-3.0,3.0,-118,-104
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,lowvig,-3.0,3.0,-116,105
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,betonlineag,-3.0,3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,mybookieag,-3.5,3.5,100,-120
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,betmgm,-3.5,3.5,100,-118
2026-09-22T00:09:40.784051+00:00,2026-09-27T20:25:00Z,NO,LV,bovada,-3.0,3.0,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-28T00:20:00Z,DEN,LA,draftkings,1.5,-1.5,-105,-115
2026-09-22T00:09:40.784051+00:00,2026-09-28T00:20:00Z,DEN,LA,fanduel,2.5,-2.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-28T00:20:00Z,DEN,LA,betrivers,2.5,-2.5,-110,-110
2026-09-22T00:09:40.784051+00:00,2026-09-28T00:20:00Z,DEN,LA,betmgm,2.5,-2.5,-108,-110
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,draftkings,3.5,-3.5,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,fanduel,3.5,-3.5,-115,-105
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,betrivers,3.5,-3.5,-114,-107
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,betus,3.5,-3.5,-120,100
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,lowvig,3.5,-3.5,-114,103
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,betonlineag,3.5,-3.5,-118,-102
2026-09-22T00:09:40.784051+00:00,2026-09-29T00:15:00Z,CHI,PHI,bovada,3.0,-3.0,100,-120
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,draftkings,-6.0,6.0,-112,-108
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,betus,-6.5,6.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,fanduel,-6.5,6.5,-102,-120
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,betrivers,-6.5,6.5,-109,-112
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,betonlineag,-6.5,6.5,-104,-116
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,lowvig,-6.5,6.5,101,-112
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,mybookieag,-6.5,6.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,betmgm,-6.5,6.5,-110,-108
2026-09-22T06:09:01.019500+00:00,2026-09-25T00:15:00Z,GB,ATL,bovada,-6.0,6.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,draftkings,-7.0,7.0,-112,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,fanduel,-7.0,7.0,-112,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,betrivers,-7.0,7.0,-115,-107
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,betus,-7.0,7.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,lowvig,-7.0,7.0,-105,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,betonlineag,-7.0,7.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,mybookieag,-7.0,7.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,betmgm,-7.0,7.0,-110,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,BUF,LAC,bovada,-7.0,7.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,draftkings,2.5,-2.5,100,-120
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,betus,3.0,-3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,fanduel,2.5,-2.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,betrivers,3.0,-3.0,-114,-107
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,lowvig,3.0,-3.0,-114,103
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,betonlineag,3.0,-3.0,-118,-102
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,mybookieag,3.0,-3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,betmgm,3.0,-3.0,-118,-102
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,CLE,CAR,bovada,3.0,-3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,draftkings,3.5,-3.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,betus,3.5,-3.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,fanduel,3.5,-3.5,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,betrivers,3.5,-3.5,-108,-113
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,lowvig,3.5,-3.5,-110,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,betonlineag,3.5,-3.5,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,mybookieag,3.5,-3.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,betmgm,3.5,-3.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,PIT,CIN,bovada,3.5,-3.5,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,draftkings,-6.5,6.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,fanduel,-6.5,6.5,-120,-102
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,betrivers,-6.5,6.5,-117,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,lowvig,-6.5,6.5,-108,-102
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,betus,-6.5,6.5,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,betonlineag,-6.5,6.5,-113,-107
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,mybookieag,-6.5,6.5,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,betmgm,-6.5,6.5,-112,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,DET,NYJ,bovada,-6.5,6.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,draftkings,2.5,-2.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,betus,3.0,-3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,fanduel,2.5,-2.5,100,-122
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,betrivers,3.0,-3.0,-114,-107
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,lowvig,3.0,-3.0,-117,106
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,betonlineag,3.0,-3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,mybookieag,3.0,-3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,betmgm,2.5,-2.5,100,-120
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,IND,HOU,bovada,2.5,-2.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,draftkings,-3.0,3.0,-108,-112
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,betus,-3.0,3.0,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,fanduel,-2.5,2.5,-122,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,betrivers,-3.0,3.0,-108,-113
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,lowvig,-3.0,3.0,-105,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,betonlineag,-3.0,3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,mybookieag,-3.0,3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,betmgm,-3.0,3.0,-110,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,JAX,NE,bovada,-3.0,3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,draftkings,11.5,-11.5,-112,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,betus,11.5,-11.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,fanduel,10.5,-10.5,-104,-118
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,betrivers,10.5,-10.5,-108,-113
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,lowvig,11.5,-11.5,-107,-103
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,betonlineag,11.5,-11.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,mybookieag,11.0,-11.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,betmgm,12.0,-12.0,-110,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,MIA,KC,bovada,11.5,-11.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,draftkings,7.0,-7.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,betus,7.0,-7.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,fanduel,6.5,-6.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,betrivers,6.5,-6.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,lowvig,7.0,-7.0,-110,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,betonlineag,7.0,-7.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,mybookieag,7.0,-7.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,betmgm,7.0,-7.0,-108,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T17:00:00Z,WAS,SEA,bovada,7.0,-7.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,draftkings,-8.5,8.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,betus,-9.0,9.0,100,-120
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,fanduel,-8.5,8.5,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,betrivers,-8.0,8.0,-113,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,lowvig,-8.5,8.5,-101,-109
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,betonlineag,-8.5,8.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,mybookieag,-8.5,8.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,betmgm,-8.5,8.5,-108,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,SF,ARI,bovada,-8.0,8.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,draftkings,1.5,-1.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,betus,1.0,-1.0,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,fanduel,1.5,-1.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,betrivers,1.5,-1.5,-108,-113
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,lowvig,1.0,-1.0,100,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,betonlineag,1.0,-1.0,-105,-115
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,mybookieag,1.5,-1.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,betmgm,1.5,-1.5,-110,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:05:00Z,TB,MIN,bovada,1.5,-1.5,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,draftkings,3.0,-3.0,-112,-108
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,fanduel,3.0,-3.0,-118,-104
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,betmgm,3.0,-3.0,-108,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,bovada,3.0,-3.0,-115,-105
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,betrivers,3.0,-3.0,-114,-107
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,betus,3.0,-3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,mybookieag,3.0,-3.0,-110,-110
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,lowvig,3.0,-3.0,-109,-101
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,DAL,BAL,betonlineag,3.0,-3.0,-114,-106
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,NO,LV,draftkings,-3.0,3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,NO,LV,betus,-3.0,3.0,-120,100
2026-09-22T06:09:01.019500+00:00,2026-09-27T20:25:00Z,NO,LV,fanduel,-3.0,3.0,-115,-105
